id,type,frame,magnitude,map,path
istl_harridan,ship,,,material,graphics/ISTL/shaders/material/ships/istl_harridan_material.png
istl_hellion,ship,,,material,graphics/ISTL/shaders/material/ships/istl_hellion_material.png
istl_hummingbird,ship,,,material,graphics/ISTL/shaders/material/ships/istl_hummingbird_material.png
istl_icax,ship,,,material,graphics/ISTL/shaders/material/ships/istl_icax_material.png
istl_ifrit,ship,,,material,graphics/ISTL/shaders/material/ships/istl_ifrit_material.png
istl_imp,ship,,,material,graphics/ISTL/shaders/material/ships/istl_imp_material.png
istl_iridium,ship,,,material,graphics/ISTL/shaders/material/ships/istl_iridium_material.png
istl_jeannedarc,ship,,,material,graphics/ISTL/shaders/material/ships/istl_jeannedarc_material.png
istl_kormoran,ship,,,material,graphics/ISTL/shaders/material/ships/istl_kormoran_material.png
istl_kormoran_6e,ship,,,material,graphics/ISTL/shaders/material/ships/istl_kormoran_6e_material.png
istl_leyte,ship,,,material,graphics/ISTL/shaders/material/ships/istl_leyte_material.png
istl_lodestar,ship,,,material,graphics/ISTL/shaders/material/ships/istl_lodestar_material.png
istl_lycosid,ship,,,material,graphics/ISTL/shaders/material/ships/istl_lycosid_material.png
istl_mindanao,ship,,,material,graphics/ISTL/shaders/material/ships/istl_mindanao_material.png
istl_mouflon,ship,,,material,graphics/ISTL/shaders/material/ships/istl_mouflon_material.png
istl_mouflon_plating_bow,ship,,,material,graphics/ISTL/shaders/material/ships/istl_mouflon_plating_bow_material.png
istl_mouflon_plating_left,ship,,,material,graphics/ISTL/shaders/material/ships/istl_mouflon_plating_left_material.png
istl_mouflon_plating_right,ship,,,material,graphics/ISTL/shaders/material/ships/istl_mouflon_plating_right_material.png
istl_mystere,ship,,,material,graphics/ISTL/shaders/material/ships/istl_mystere_material.png
istl_naja,ship,,,material,graphics/ISTL/shaders/material/ships/istl_naja_material.png
istl_naja_mk1,ship,,,material,graphics/ISTL/shaders/material/ships/istl_naja_mk1_material.png
istl_oryol_scanbit,ship,,,material,graphics/ISTL/shaders/material/ships/istl_oryol_scanbit_material.png
istl_puddlejumper,ship,,,material,graphics/ISTL/shaders/material/ships/istl_puddlejumper_material.png
istl_puddlejumper_mk1,ship,,,material,graphics/ISTL/shaders/material/ships/istl_puddlejumper_mk1_material.png
istl_pup,ship,,,material,graphics/ISTL/shaders/material/ships/istl_pup_material.png
istl_rafale,ship,,,material,graphics/ISTL/shaders/material/ships/istl_rafale_material.png
istl_rafale2,ship,,,material,graphics/ISTL/shaders/material/ships/istl_rafale2_material.png
istl_samoyed,ship,,,material,graphics/ISTL/shaders/material/ships/istl_samoyed_material.png
istl_sevastopol,ship,,,material,graphics/ISTL/shaders/material/ships/istl_sevastopol_material.png
istl_sevastopol_mk1,ship,,,material,graphics/ISTL/shaders/material/ships/istl_sevastopol_mk1_material.png
istl_snowgoose,ship,,,material,graphics/ISTL/shaders/material/ships/istl_snowgoose_material.png
istl_starsylph,ship,,,material,graphics/ISTL/shaders/material/ships/istl_starsylph_material.png
istl_stoat_c,ship,,,material,graphics/ISTL/shaders/material/ships/istl_stoat_c_material.png
istl_stoat,ship,,,material,graphics/ISTL/shaders/material/ships/istl_stoat_material.png
istl_stormkestrel,ship,,,material,graphics/ISTL/shaders/material/ships/istl_stormkestrel_material.png
istl_stormkestrel_proto,ship,,,material,graphics/ISTL/shaders/material/ships/istl_stormkestrel_proto_material.png
istl_tereshkova,ship,,,material,graphics/ISTL/shaders/material/ships/istl_tereshkova_material.png
istl_thunderbolt,ship,,,material,graphics/ISTL/shaders/material/ships/istl_thunderbolt_material.png
istl_tunguska,ship,,,material,graphics/ISTL/shaders/material/ships/istl_tunguska_material.png
istl_tunguska_6e,ship,,,material,graphics/ISTL/shaders/material/ships/istl_tunguska_6e_material.png
istl_vesper,ship,,,material,graphics/ISTL/shaders/material/ships/istl_vesper_material.png
istl_vesper_6e,ship,,,material,graphics/ISTL/shaders/material/ships/istl_vesper_6e_material.png
istl_wanderer,ship,,,material,graphics/ISTL/shaders/material/ships/istl_wanderer_material.png
istl_zelenograd,ship,,,material,graphics/ISTL/shaders/material/ships/istl_zelenograd_material.png
istl_zonedefbit,ship,,,material,graphics/ISTL/shaders/material/ships/istl_zonedefbit_material.png
,,,,,
istl_sensorarray,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/decorative/istl_sensor_array_hardpoint_base_material.png
istl_sensorarray,turret,,,material,graphics/ISTL/shaders/material/weapons/decorative/istl_sensor_array_turret_base_material.png
istl_12cmrailgun,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_12cm_railgun_hardpoint_base_material.png
istl_12cmrailgun,hardpointbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_12cm_railgun_hardpoint_recoil_material.png
istl_12cmrailgun,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_12cm_railgun_turret_base_material.png
istl_12cmrailgun,turretbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_12cm_railgun_turret_recoil_material.png
istl_20cmrailgun,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_20cm_railgun_hardpoint_base_material.png
istl_20cmrailgun,hardpointbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_20cm_railgun_hardpoint_recoil_material.png
istl_20cmrailgun,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_20cm_railgun_turret_base_material.png
istl_20cmrailgun,turretbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_20cm_railgun_turret_recoil_material.png
istl_6cmrailgun,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_6cm_railgun_hardpoint_base_material.png
istl_6cmrailgun,hardpointbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_6cm_railgun_hardpoint_recoil_material.png
istl_6cmrailgun,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_6cm_railgun_turret_base_material.png
istl_6cmrailgun,turretbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_6cm_railgun_turret_recoil_material.png
istl_AMMblisterlauncher,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_ammblisterlauncher_hardpoint_material.png
istl_AMMblisterlauncher,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_ammblisterlauncher_turret_material.png
istl_ammlight,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_ammlight_hardpoint_base_material.png
istl_ammlight,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_ammlight_turret_base_material.png
istl_ammpod,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_ammpod_hardpoint_base_material.png
istl_ammpod,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_ammpod_turret_base_material.png
istl_autohybridblaster,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_autohybridblaster_hardpoint_base_material.png
istl_autohybridblaster,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_autohybridblaster_turret_base_material.png
istl_autolaser,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_autolaser_hardpoint_base_material.png
istl_autolaser,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_autolaser_turret_base_material.png
istl_autolaser_ftr,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_autolaser_small_hardpoint_base_material.png
istl_autolaser_ftr,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_autolaser_small_turret_base_material.png
istl_autolaser_small,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_autolaser_small_hardpoint_base_material.png
istl_autolaser_small,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_autolaser_small_turret_base_material.png
istl_basilisk,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_basilisk_hardpoint_base_material.png
istl_basilisk,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_basilisk_turret_base_material.png
istl_blazedriver,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_blazedriver_hardpoint_base_material.png
istl_blazedriver,hardpointbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_blazedriver_hardpoint_recoil_material.png
istl_blazedriver,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_blazedriver_turret_base_material.png
istl_blazedriver,turretbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_blazedriver_turret_recoil_material.png
istl_blazegun,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_blazegun_hardpoint_base_material.png
istl_blazegun,hardpointbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_blazegun_hardpoint_recoil_material.png
istl_blazegun,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_blazegun_turret_base_material.png
istl_blazegun,turretbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_blazegun_turret_recoil_material.png
istl_twinbuzzgun,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_buzzgun_hardpoint_base_material.png
istl_twinbuzzgun,weapon,,,material,graphics/ISTL/shaders/material/weapons/istl_buzzgun_hardpoint_recoil_material.png
istl_buzzgun,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_buzzgun_turret_base_material.png
istl_buzzgun,turretbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_buzzgun_turret_recoil_material.png
istl_chasseurLRMlauncher,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_chasseurLRMlauncher_hardpoint_material.png
istl_chasseurLRMlauncher,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_chasseurLRMlauncher_turret_material.png
istl_erpulsebeam,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_erpulsebeam_hardpoint_base_material.png
istl_erpulsebeam,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_erpulsebeam_turret_base_material.png
istl_gravmissilelauncher,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_gravmissilelauncher_hardpoint_material.png
istl_gravmissilelauncher,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_gravmissilelauncher_turret_material.png
istl_gravmissiletube,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_gravmissiletube_hardpoint_material.png
istl_gravmissiletube,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_gravmissiletube_turret_material.png
istl_heavylinear_autogun,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_heavylinear_autogun_hardpoint_base_material.png
istl_heavylinear_autogun,hardpointbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_heavylinear_autogun_hardpoint_recoil_material.png
istl_heavylinear_autogun,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_heavylinear_autogun_turret_base_material.png
istl_heavylinear_autogun,turretbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_heavylinear_autogun_turret_recoil_material.png
istl_heavylrpd,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_heavylrpd_hardpoint_base_material.png
istl_heavylrpd,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_heavylrpd_turret_base_material.png
istl_hedgehogpod,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_hedgehogpod_hardpoint_base_material.png
istl_hedgehogpod,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_hedgehogpod_turret_base_material.png
istl_hellhound_single,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_missilehitech_single_hardpoint_base_material.png
istl_hellhound_single,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_missilehitech_single_turret_base_material.png
istl_hellhound,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_missilehitech_double_hardpoint_base_material.png
istl_hellhound,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_missilehitech_double_turret_base_material.png
istl_hellhoundlauncher,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_hellhoundlauncher_hardpoint_material.png
istl_hellhoundlauncher,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_hellhoundlauncher_turret_material.png
istl_hellspear,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_hellspear_hardpoint_base_material.png
istl_hellspear,hardpointbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_hellspear_hardpoint_recoil_material.png
istl_hellspear,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_hellspear_turret_base_material.png
istl_hellspear,turretbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_hellspear_turret_recoil_material.png
istl_howler,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_howler_hardpoint_base_material.png
istl_howler,hardpointbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_howler_hardpoint_recoil_material.png
istl_howler,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_howler_turret_base_material.png
istl_howler,turretbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_howler_turret_recoil_material.png
istl_hybridblaster,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_hybridblaster_hardpoint_base_material.png
istl_hybridblaster,hardpointbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_hybridblaster_hardpoint_recoil_material.png
istl_hybridblaster,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_hybridblaster_turret_base_material.png
istl_hybridblaster,turretbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_hybridblaster_turret_recoil_material.png
istl_hybridrepeater,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_hybridrepeater_hardpoint_base_material.png
istl_hybridrepeater,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_hybridrepeater_turret_base_material.png
istl_impaler,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_impaler_hardpoint_base_material.png
istl_impaler,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_impaler_turret_base_material.png
istl_impaler_rapid,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_impalerrapid_hardpoint_base_material.png
istl_impaler_rapid,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_impalerrapid_turret_base_material.png
istl_ionbeamer,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_ionbeamer_hardpoint_base_material.png
istl_ionbeamer,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_ionbeamer_turret_base_material.png
istl_jackal,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_jackal_hardpoint_base_material.png
istl_jackal,hardpointbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_jackal_hardpoint_recoil_material.png
istl_jackal,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_jackal_turret_base_material.png
istl_jackal,turretbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_jackal_turret_recoil_material.png
istl_lens_hdem_single,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_missilehitech_single_hardpoint_base_material.png
istl_lens_hdem_single,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_missilehitech_single_turret_base_material.png
istl_lens_hdem_rack,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_missilehitech_triple_hardpoint_base_material.png
istl_lens_hdem_rack,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_missilehitech_triple_turret_base_material.png
istl_linearcannon,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_linearcannon_hardpoint_base_material.png
istl_linearcannon,hardpointbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_linearcannon_hardpoint_recoil_material.png
istl_linearcannon,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_linearcannon_turret_base_material.png
istl_linearcannon,turretbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_linearcannon_turret_recoil_material.png
istl_linearcannonheavy,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_linearcannonheavy_hardpoint_base_material.png
istl_linearcannonheavy,hardpointbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_linearcannonheavy_hardpoint_recoil_material.png
istl_linearcannonheavy,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_linearcannonheavy_turret_base_material.png
istl_linearcannonheavy,turretbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_linearcannonheavy_turret_recoil_material.png
istl_linearcannonlight,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_linearcannonlight_hardpoint_base_material.png
istl_linearcannonlight,hardpointbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_linearcannonlight_hardpoint_recoil_material.png
istl_linearcannonlight,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_linearcannonlight_turret_base_material.png
istl_linearcannonlight,turretbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_linearcannonlight_turret_recoil_material.png
istl_linearcannontwin,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_linearcannontwin_hardpoint_base_material.png
istl_linearcannontwin,hardpointbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_linearcannontwin_hardpoint_recoil_material.png
istl_linearcannontwin,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_linearcannontwin_turret_base_material.png
istl_linearcannontwin,turretbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_linearcannontwin_turret_recoil_material.png
istl_linearflak,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_linearflak_hardpoint_base_material.png
istl_linearflak,hardpointbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_linearflak_hardpoint_recoil_material.png
istl_linearflak_single,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_linearflak_single_hardpoint_base_material.png
istl_linearflak_single,weapon,,,material,graphics/ISTL/shaders/material/weapons/istl_linearflak_single_hardpoint_recoil_material.png
istl_linearflak_single,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_linearflak_single_turret_base_material.png
istl_linearflak_single,turretbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_linearflak_single_turret_recoil_material.png
istl_linearflak,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_linearflak_turret_base_material.png
istl_linearflak,turretbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_linearflak_turret_recoil_material.png
istl_linearmg,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_linearmg_hardpoint_base_material.png
istl_linearmg,hardpointbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_linearmg_hardpoint_recoil_material.png
istl_linearmg,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_linearmg_turret_base_material.png
istl_linearmg,turretbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_linearmg_turret_recoil_material.png
istl_linearmgdual,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_linearmgdual_hardpoint_base_material.png
istl_linearmgdual,hardpointbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_linearmgdual_hardpoint_recoil_material.png
istl_linearmgdual,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_linearmgdual_turret_base_material.png
istl_linearmgdual,turretbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_linearmgdual_turret_recoil_material.png
istl_linearvulcan,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_linearvulcan_hardpoint_base_material.png
istl_linearvulcan,hardpointbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_linearvulcan_hardpoint_recoil_material.png
istl_linearvulcan,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_linearvulcan_turret_base_material.png
istl_linearvulcan,turretbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_linearvulcan_turret_recoil_material.png
istl_magdisruptor,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_magdisruptor_hardpoint_base_material.png
istl_magdisruptor,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_magdisruptor_turret_base_material.png
istl_magpulser,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_magpulser_hardpoint_base_material.png
istl_magpulser,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_magpulser_turret_base_material.png
istl_marteau_esm_rack,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_missilehitech_twin_hardpoint_base_material.png
istl_marteau_esm_rack,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_missilehitech_twin_turret_base_alt_material.png
istl_marteau_esm_pod,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_missilehitech_quad_hardpoint_base_material.png
istl_marteau_esm_pod,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_missilehitech_quad_turret_base_material.png
istl_microflak,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_microflak_hardpoint_base_material.png
istl_microflak,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_microflak_turret_base_material.png
istl_micropd,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_micropd_hardpoint_base_material.png
istl_micropd,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_micropd_turret_base_material.png
istl_mirvtorpedo_single,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_missilemidtech_single_hardpoint_base_material.png
istl_mirvtorpedo_single,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_missilemidtech_single_turret_base_material.png
istl_mirvtorpedo_rack,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_missilemidtech_double_hardpoint_base_material.png
istl_mirvtorpedo_rack,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_missilemidtech_double_turret_base_material.png
istl_mirvtorpedo_barrage,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_missilemidtech_barrage_hardpoint_base_material.png
istl_mirvtorpedo_barrage,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_missilemidtech_barrage_turret_base_material.png
istl_multipdnode,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_multipdnode_hardpoint_base_material.png
istl_multipdnode,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_multipdnode_turret_base_material.png
istl_NTKautogun,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_NTKautogun_hardpoint_base_material.png
istl_NTKautogun,hardpointbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_NTKautogun_hardpoint_recoil_material.png
istl_NTKautogun,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_NTKautogun_turret_base_material.png
istl_NTKautogun,turretbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_NTKautogun_turret_recoil_material.png
istl_NTKcannon,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_NTKcannon_hardpoint_base_material.png
istl_NTKcannon,hardpointbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_NTKcannon_hardpoint_recoil_material.png
istl_NTKcannon,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_NTKcannon_turret_base_material.png
istl_NTKcannon,turretbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_NTKcannon_turret_recoil_material.png
istl_omniblaster,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_omniblaster_hardpoint_base_material.png
istl_omniblaster,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_omniblaster_turret_base_material.png
istl_pdlaser,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_pdlaser_hardpoint_base_material.png
istl_pdlaser,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_pdlaser_turret_base_material.png
